ENTITYID,SKU,NAME,IMAGE,UPC,STATUS,QTY,MSRP,MSWP,PRICE,WEIGHT,BARCODES
397,875,"Tshirt Make America Vape Again Large",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/c/screen_shot_2016-11-29_at_9.47.31_am_1_1.png,,2,0,,0.0000,0,0.3800,
398,874,"Tshirt Make America Vape Again Medium",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/-/t-shirt_america_back_2.jpg,,2,0,,0.0000,0,0.3800,
399,873,"Tshirt Make America Vape Again Small",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/-/t-shirt_america_back_3.jpg,,2,0,,0.0000,0,0.3800,
401,Hoodie-america-vape-again-small,"Hoodie Make America Vape Again Small",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/c/screen_shot_2016-11-29_at_9.47.07_am_1.png,,2,0,,0.0000,0,0.5000,
402,hoodie-america-vape-again-Medium,"Hoodie Make America Vape Again Medium",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/c/screen_shot_2016-11-29_at_9.47.07_am_1_1.png,,2,0,,0.0000,0,0.5000,
403,hoodie-america-vape-again-Large,"Hoodie Make America Vape Again Large",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/c/screen_shot_2016-11-29_at_9.47.07_am_1_1_1.png,,2,0,,0.0000,0,0.5000,
404,hoodie-america-vape-again-XL,"Hoodie Make America Vape Again XL",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/c/screen_shot_2016-11-29_at_9.47.07_am_1_1_1_1.png,,2,0,,0.0000,0,0.5000,
407,324,"Aspire ET-S Clearomizer Green  (5 Pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/2/324_1_1.jpg,,1,46,36.9900,21.4500,19.25,0.3625,
408,326,"Aspire ET-S Clearomizer Red  (5 Pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/2/326.jpg,,1,32,36.9900,21.4500,19.25,0.3625,
409,325,"Aspire ET-S Clearomizer Blue  (5 Pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/2/325.jpg,,1,81,36.9900,21.4500,19.25,0.3625,
410,323,"Aspire ET-S Clearomizer Stainless Steel  (5 Pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/2/323.jpg,,1,70,36.9900,21.4500,19.25,0.3625,
411,322,"Aspire ET-S Clearomizer Black  (5 Pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/2/322_3.jpg,,1,167,36.9900,21.4500,19.25,0.3625,
415,518,"Aspire Cleito 120 4ML Replacement Pyrex",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/1/518.jpg,,1,588,3.2900,1.6500,1.4,0.0225,
416,516,"Aspire Cleito 3.5ml Glass",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/1/516.jpg,,1,214,3.3000,1.6500,1.4,0.0375,
417,316,"Aspire Cleito 120 Tank - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/1/316_2.jpg,,2,0,25.0000,17.0000,15,0.2500,
436,301,"Aspire Nautilus 2 Tank - Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/0/301.jpg,,2,0,22.0000,16.0000,15.3,0.1313,
438,222,"Aspire Zelos 50W Kit - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/2/222_1.jpg,,1,46,64.9900,45.0000,34,0.5750,
440,224,"Aspire Zelos 50W Kit - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/2/224_1.jpg,,1,0,64.9900,45.0000,34,0.5750,
441,223,"Aspire Zelos 50W Kit - Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/2/223.jpg,,1,0,64.9900,45.0000,34,0.5750,
442,303,"Aspire Nautilus 2 Tank - Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/0/303.jpg,,1,75,21.0000,15.0000,13,0.1313,
443,304,"Aspire Nautilus 2 Tank - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/0/304.jpg,,1,53,21.0000,15.0000,14.3,0.1313,
444,302,"Aspire Nautilus 2 Tank - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/0/302_2.jpg,,2,0,21.0000,15.0000,14.3,0.1313,
445,504,"Aspire Nautilus Mini BVC Coils - 0.7ohm (Nautilus 2)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/0/504_2.jpg,,1,0,11.9900,8.2500,6.6,0.0500,
448,421,"Aspire Zelos 50 Watt MOD - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/z/e/zelos-black-front_2_1.jpg,,1,30,42.9900,26.0000,24,0.3375,
449,423,"Aspire Zelos 50 Watt MOD - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/z/e/zelos-red-front_1_1.jpg,,1,49,42.9900,26.0000,24,0.3375,
450,422,"Aspire Zelos 50 Watt MOD - Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/z/e/zelos-grey-front_1.jpg,,1,44,42.9900,26.0000,24,0.3375,
451,682,"Aspire 15ML Promotional E-Juice Box (24pcs.)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/e/-/e-juice_box_1_1.jpg,,2,0,,0.0000,0,7.0000,
455,543,"Aspire PockeX Pyrex Tube - Rose Gold",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/4/543.jpg,,1,368,3.3000,1.6500,1.45,0.0188,
456,539,"Aspire USB Charger 500 mAh",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/3/539_1.jpg,,1,541,3.4900,1.6500,1.45,0.0500,
457,536,"Aspire 18650 Li-ion Battery 2600 mAh 20A 3.7V",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/3/536_1.jpg,,1,6,10.0000,5.0000,4.5,0.1063,
459,541,"Aspire PockeX Pyrex Tube - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/4/541_1.jpg,,1,315,3.3000,1.6500,1.45,0.0188,
460,542,"Aspire PockeX Pyrex Tube - White",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/4/542.jpg,,1,301,3.3000,1.6500,1.45,0.0188,
461,540,"Aspire PockeX Pyrex Tube - Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/4/540.jpg,,1,197,3.3000,1.6500,1.45,0.0188,
462,341,"Aspire Cleito EXO Tank - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/4/341_3.jpg,,1,69,22.0000,15.0000,13.5,0.2375,
463,340,"Aspire Cleito EXO Tank - Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/4/340_1_3.jpg,,2,0,20.0000,14.0000,13.75,0.2375,
464,343,"Aspire Cleito EXO Tank - Bronze",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/4/343.jpg,,1,54,22.0000,15.0000,13.5,0.2375,
465,344,"Aspire Cleito EXO Tank - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/4/344.jpg,,1,0,22.0000,15.0000,13.5,0.2375,
466,342,"Aspire Cleito EXO Tank - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/4/342.jpg,,1,0,22.0000,15.0000,13.5,0.2375,
469,548,"Aspire Cleito (EXO) Coil 0.16 Ohm (60W-100W)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/4/548.jpg,,1,1000,5.4900,2.5000,2.25,0.0313,
474,319,"Aspire K2 Tank - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/1/319.jpg,,1,484,9.4900,6.0500,5.5,0.0625,
475,544,"Aspire USB Charger 1000 mAh",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/4/544_1.jpg,,1,586,3.4900,1.6500,1.45,0.0500,
476,318,"Aspire K2 Tank - Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/1/318_1_1.jpg,,1,508,8.7900,5.7000,5.2,0.0625,
477,321,"Aspire K3 Tank - Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/2/321_1.jpg,,1,174,8.7900,6.0500,5.4,0.0688,
478,320,"Aspire K3 Tank - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/2/320_1_1.jpg,,1,0,9.9900,6.4000,5.75,0.0688,
482,537,"Aspire 18650 Li-ion Battery 1800 mAh 20A 3.7V ",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/s/aspire_battery-18650_1800mah.jpg,,2,0,10.0000,5.0000,4.5,0.1000,
485,545,"Aspire Cleito Coil 0.4ohm (55W-65W) - Stainless Steel Temperature Control",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/4/545.jpg,,1,89,17.5900,12.1000,10.45,0.1375,
487,225,"Aspire Breeze AIO Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/2/225_1.jpg,,1,0,21.0000,14.0000,12.5,0.3938,
488,227,"Aspire Breeze AIO Gray",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/2/227_1.jpg,,1,82,21.0000,14.0000,12.5,0.3938,
490,228,"Aspire Breeze AIO Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/2/228_1.jpg,,1,0,21.0000,14.0000,12.5,0.3938,
491,226,"Aspire Breeze AIO Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/2/226_1.jpg,,1,10,21.0000,14.0000,12.5,0.3938,
493,546,"Aspire Breeze U-Tech Coil 0.6ohm (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/4/546.jpg,,1,403,10.9900,6.6000,5.5,0.1000,
494,547,"Aspire Breeze Dock Charger",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/4/547_1.jpg,,1,298,12.0000,7.5000,6.5,0.1563,
495,345,"Aspire Vivi Nova-S Tank Black",,,2,0,6.9900,4.0000,3.5,0.0750,
496,347,"Aspire Vivi Nova-S Tank Purple",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/4/347_1.jpg,,1,0,6.9900,4.0000,3.5,0.0750,
497,348,"Aspire Vivi Nova-S Tank Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/4/348_1.jpg,,1,0,6.9900,4.0000,3.5,0.0750,
498,346,"Aspire Vivi Nova-S Tank Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/4/346_1.jpg,,2,0,6.9900,4.0000,3.5,0.0750,
499,349,"Aspire Vivi Nova-S Tank Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/4/349_1_1.jpg,,2,0,6.9900,4.0000,3.5,0.0750,
501,339,"Aspire ET-S Clearomizer Purple  (5 Pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/3/339_2.jpg,,1,51,36.9900,21.4500,19.25,0.3625,
502,350,"Aspire ET-S Clearomizer Rainbow  (5 Pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/5/350.jpg,,2,0,39.9900,22.8500,20.65,0.3625,
503,549,"Aspire Nautilus X Replacement Pyrex Glass",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/4/549.jpg,,1,0,3.2900,1.6500,1.4,0.0188,
504,avc-fs-01,"Aspire Fidget Spinner - Orange",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/s/aspire-fidget-spinner-orange.jpg,,2,0,,0.0000,0,0.3000,
505,avc-fs-02,"Aspire Fidget Spinner - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/s/aspire-fidget-spinner-black.jpg,,2,0,,0.0000,0,0.3000,
506,avc-fs-03,"Aspire Fidget Spinner - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/s/aspire-fidget-spinner-blue.jpg,,2,0,,0.0000,0,0.3000,
507,avc-fs-04,"Aspire Fidget Spinner - Gray",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/s/aspire-fidget-spinner-gray.jpg,,2,0,,0.0000,0,0.3000,
508,avc-fs-05,"Aspire Fidget Spinner - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/s/aspire-fidget-spinner-red.jpg,,2,0,,0.0000,0,0.3000,
525,550,"Aspire 18350 Li-ion Battery 1100 mAh 15A 3.7V ",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/s/aspire-battery-18350.jpg,,2,0,8.9900,4.5000,3,0.0560,
529,551,"Aspire Athos A3 Coil",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/5/551.jpg,,1,235,5.4900,3.1000,2.85,0.0375,
530,552," Aspire Athos A5 Coil ",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/5/552_1.jpg,,1,0,6.4900,3.6500,3.4,0.0313,
531,361,"Aspire Athos Tank Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/6/361.jpg,,1,59,29.0000,21.0000,19,0.2688,
532,357,"Aspire Athos Tank Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/5/357-_4.jpg,,1,112,28.0000,20.0000,18,0.2688,
533,358,"Aspire Athos Tank Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/t/athos-grey_1.jpg,,1,130,28.0000,20.0000,18,0.2688,
534,360,"Aspire Athos Tank Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/6/360_2.jpg,,1,100,29.0000,21.0000,19,0.2875,
535,359,"Aspire Athos Tank Gold",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/5/359_2.jpg,,1,108,28.0000,20.0000,18,0.2688,
536,229,"Aspire Speeder 200W Kit - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/2/229_1.jpg,,1,52,80.0000,46.0000,44,0.7375,
537,231,"Aspire Speeder 200W Kit - Gold & White Color",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/3/231_1.jpg,,1,58,80.0000,46.0000,44,0.7375,
538,230,"Aspire Speeder 200W Kit - Silver & Grey Color",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/3/230_1.jpg,,1,36,80.0000,46.0000,44,0.7375,
540,424,"Aspire Speeder 200W Mod - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/s/aspire-speeder-200w-mod-black-color.jpg,,2,0,55.0000,33.0000,31,0.5000,
541,426,"Aspire Speeder 200W Mod - Gold & White Color",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/2/426_1.jpg,,1,0,55.0000,33.0000,31,0.5000,
542,425,"Aspire Speeder 200W Mod - Silver & Grey Color",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/2/425_1.jpg,,1,0,55.0000,33.0000,31,0.5000,
544,351,"Aspire ET BVC (EGO) Tank - Purple (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/5/351.jpg,,1,0,29.9900,17.6000,16.5,0.2500,
545,352,"Aspire ET BVC (EGO) Tank - Clear (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/5/352.jpg,,2,0,29.9900,17.6000,16.5,0.2500,
546,353,"Aspire ET BVC (EGO) Tank - Black (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/5/353.jpg,,1,0,29.9900,17.6000,16.5,0.2500,
547,354,"Aspire ET BVC (EGO) Tank - Blue (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/5/354.jpg,,1,0,29.9900,17.6000,16.5,0.2500,
548,355,"Aspire ET BVC (EGO) Tank - Green (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/5/355.jpg,,1,5,29.9900,17.6000,16.5,0.2500,
549,356,"Aspire ET BVC (EGO) Tank - Red (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/5/356.jpg,,1,60,29.9900,17.6000,16.5,0.2500,
552,362,"Aspire Maxi Tank Clear (5 pack)",,,2,0,,16.0000,15,0.2630,
553,363,"Aspire Maxi Tank Gray (5 pack)",,,2,0,,21.0000,19,1.0000,
554,364,"Aspire Maxi Tank Red (5 pack)",,,2,0,,21.0000,19,1.0000,
555,365,"Aspire Maxi Tank Pink (5 pack)",,,2,0,,21.0000,19,1.0000,
556,366,"Aspire Maxi Tank Yellow (5 pack)",,,2,0,,21.0000,19,1.0000,
557,367,"Aspire Maxi Tank Blue (5 pack)",,,2,0,,21.0000,19,1.0000,
558,368,"Aspire Maxi Tank Green (5 pack)",,,2,0,,21.0000,19,1.0000,
559,369,"Aspire Maxi Tank Purple (5 pack)",,,2,0,,21.0000,19,1.0000,
571,553,"Aspire Cleito EXO Drip Tip - D1 (Bronze)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/l/cleito-exo-drip-tip-bronze.jpg,,2,0,3.9900,1.8500,1.8,0.0310,
572,554,"Aspire Cleito EXO Drip Tip - D2 (Red)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/l/cleito-exo-drip-tip-d2-red.jpg,,2,0,3.9900,1.8500,1.8,0.0310,
573,555,"Aspire Cleito EXO Drip Tip - D3 (Rainbow)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/l/cleito-exo-drip-tip-d3-rainbow.jpg,,2,0,3.9900,1.8500,1.8,0.0310,
574,556,"Aspire Cleito EXO Drip Tip - D4 (Blue)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/l/cleito-exo-drip-tip-d4-blue.jpg,,2,0,3.9900,1.8500,1.8,0.0310,
575,557,"Aspire Cleito EXO Drip Tip - D5 (Olive)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/l/cleito-exo-drip-tip-d5-olive.jpg,,2,0,3.9900,1.8500,1.8,0.0310,
577,427,"Aspire K2 Battery (Mod) - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/2/427_1.jpg,,1,165,16.9900,10.2000,9.65,0.0875,
578,428,"Aspire K3 Battery (Mod) - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/3/k3-mod-k3_1.jpg,,1,7,17.9900,10.7500,10.2,0.1125,
579,429,"Aspire K4 Battery (Mod) - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/4/k4_2.jpg,,1,0,26.9900,15.4000,14.85,0.1875,
580,430,"Aspire K2 Battery (Mod) - Pink",,,2,0,,0.0000,0,0.5000,
581,431,"Aspire K3 Battery (Mod) - Pink",,,2,0,,0.0000,0,0.5000,
584,558,"Aspire Nautilus 2 Pyrex Glass Tube (Replacement Glass)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/5/558.jpg,,1,84,3.0000,1.5000,1.25,0.0188,
592,233,"Aspire PockeX Pocket AIO - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/b/l/blue-front-pockex_1.jpg,,1,245,29.9900,17.5000,12.5,0.3875,
593,234,"Aspire PockeX Pocket AIO - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/r/a/rainbow-front-pockex_1.jpg,,1,240,29.9900,17.5000,12.5,0.3875,
594,232,"Aspire Breeze AIO Green",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/3/232_1.jpg,,1,53,21.0000,14.0000,12.5,0.3938,
596,559,"Aspire Cleito Drip Tip (10 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/l/cleito-drip-tips_1.jpg,,1,27,5.0000,3.5000,3,0.0188,
597,560,"Aspire Cleito 120 Drip Tip ",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/l/cleito-120-drip-tips_1.jpg,,1,0,1.5000,1.2500,1.15,0.0125,
598,TT-1005,"Maya CE5 BDC Clearomizer",,,2,0,,0.0000,0,0.1000,
603,561,"Aspire PockeX Coil 1.2 ohm (18-23W)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/6/561.jpg,,1,1,14.9900,9.9000,8.25,0.1063,
604,562,"Aspire Breeze U-Tech Coil 1.2ohm (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/b/r/breezeatomizer-1.2_2.jpg,,1,256,10.9900,6.6000,5.5,0.0938,
605,563,"Aspire PockeX Pyrex Tube - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/n/a/nautilus-x-4mlpsd.jpg,,1,361,3.3000,1.6500,1.45,0.0188,
606,564,"Aspire PockeX Pyrex Tube - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/6/564.jpg,,1,221,3.3000,1.6500,1.45,0.0188,
617,370,"Aspire Revvo Tank (3.6ml) - Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/7/372_1_1.jpg,,1,58,25.0000,17.5000,15.5,0.2250,
618,371,"Aspire Revvo Tank (3.6ml) - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/7/371_1.jpg,,1,27,26.0000,18.0000,16,0.2250,
619,372,"Aspire Revvo Tank (3.6ml) - Chrome",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/7/370_1.jpg,,1,61,26.0000,18.0000,16,0.2250,
620,437,"Aspire SkyStar Mod (210W) - White",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/k/skystar-mod-white-front_1.jpg,,1,97,66.9900,38.5000,36.5,0.5125,
621,436,"Aspire SkyStar Mod (210W) - Black Carbon Fiber",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/k/skystar-mod-carbon-front_1.jpg,,2,0,66.9900,38.5000,36.5,0.5000,
622,438,"Aspire SkyStar Mod (210W) - Woodgrain Effect",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/k/skystar-mod-woograin-front_1.jpg,,1,142,66.9900,38.5000,36.5,0.5125,
