ENTITYID,SKU,NAME,IMAGE,UPC,STATUS,QTY,MSRP,MSWP,PRICE,WEIGHT,BARCODES
623,439,"Aspire SkyStar Mod (210W) - Blue Camo",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/k/skystar-mod-camo-front_1.jpg,,1,90,66.9900,38.5000,36.5,0.5125,
624,440,"Aspire SkyStar Mod (210W) - Slate Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/k/skystar-mod-slate-front_1.jpg,,1,87,66.9900,38.5000,36.5,0.5125,
625,238,"Aspire SkyStar Revvo Kit (210W 3.6ML 0.10/016ohm) - Black Carbon Fiber",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/3/238_1.jpg,,1,70,85.0000,52.0000,49,0.6250,
626,239,"Aspire SkyStar Revvo Kit (210W 3.6ML 0.10/016ohm) - White",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/3/239_1.jpg,,1,114,85.0000,52.0000,49,0.6250,
627,240,"Aspire SkyStar Revvo Kit (210W 3.6ML 0.10/016ohm) - Woodgrain Effect",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/4/240_1.jpg,,1,28,85.0000,52.0000,49,0.6250,
628,241,"Aspire SkyStar Revvo Kit (210W 3.6ML 0.10/016ohm) - Blue Camo",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/4/241_1.jpg,,1,240,85.0000,52.0000,49,0.6250,
629,242,"Aspire SkyStar Revvo Kit (210W 3.6ML 0.10/016ohm) - Slate Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/4/242_1.jpg,,1,501,85.0000,52.0000,49,0.6250,
630,235,"Aspire Speeder Revvo Kit (200W 3.6ML 0.10/0.16ohm) - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/3/235_1.jpg,,1,230,80.0000,46.0000,43,0.6500,
631,236,"Aspire Speeder Revvo Kit (200W 3.6ML 0.10/0.16ohm) - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/3/236_1.jpg,,1,79,80.0000,46.0000,43,0.6500,
632,237,"Aspire Speeder Revvo Kit (200W 3.6ML 0.10/0.16ohm) - Brown",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/3/237_1.jpg,,1,52,80.0000,46.0000,43,0.6500,
633,565,"Aspire Radial Coil (ARC Technology - 0.10/0.16ohm) (3-pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/6/565_1.jpg,,1,877,8.9900,5.5000,4.15,0.0250,
635,243,"Aspire Typhon Revvo Kit (100W 3.6ML 0.10/016ohm) - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/4/243_1.jpg,,1,119,77.9900,45.0000,43,0.7563,
636,244,"Aspire Typhon Revvo Kit (100W 3.6ML 0.10/016ohm) - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/4/244_1.jpg,,1,102,77.9900,45.0000,43,0.7563,
637,245,"Aspire Typhon Revvo Kit (100W 3.6ML 0.10/016ohm) - Green",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/4/245_1.jpg,,1,74,77.9900,45.0000,43,0.7563,
638,373,"Aspire CE5-S BVC (Ego) 1.8 ohm, Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/7/373_2.jpg,,1,96,27.9900,16.5000,13.75,0.2375,
639,374,"Aspire CE5-S BVC (Ego) 1.8 ohm, Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/7/374_2.jpg,,1,71,27.9900,16.5000,13.75,0.2375,
640,375,"Aspire ET-S Clearomizer Pink (5 Pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/7/375.jpg,,1,45,36.9900,21.4500,19.25,0.3625,
641,566,"Aspire Athos A1 Coil",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/6/566.jpg,,1,1000,4.9900,2.5000,2.3,0.0375,
642,567,"Aspire Nautilus Mini Pyrex Glass Tube",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/6/567.jpg,,1,138,6.9900,3.3000,2.75,0.0375,
643,568,"Aspire Athos Glass Tube",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/s/aspire_athos_pyrex_glass_1.jpg,,1,669,3.9900,1.7500,1.5,0.0188,
644,569,"Aspire Nautilus Glass Tube",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/6/569.jpg,,1,4,6.9900,3.3000,2.75,0.0375,
645,570,"Aspire Plato Pyrex Glass Tube",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/7/570.jpg,,1,0,3.9900,1.2500,1.15,0.1000,
646,571,"Aspire Wall Adapter (USA)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/c/ac-us-adaptor_1.jpg,,1,403,4.9900,2.7500,2.3,0.0625,
647,246,"Aspire Breeze AIO Gold",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/4/246_1.jpg,,1,48,29.9900,16.0000,14,0.3938,
648,247,"Aspire Breeze AIO Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/4/247_1.jpg,,1,21,29.9900,16.0000,14,0.3938,
649,433,"Aspire Speeder 200W Mod - Red Leather",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/3/433.jpg,,1,0,56.9900,33.0000,31,0.5438,
650,434,"Aspire Speeder 200W Mod - Blue Leather",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/3/434.jpg,,2,0,56.9900,33.0000,31,0.5060,
651,435,"Aspire Speeder 200W Mod - Brown Leather",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/3/435.jpg,,2,0,56.9900,33.0000,31,0.5060,
654,376,"Aspire CE5 BVC EGO Clearomizer - Clear (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/381_1.jpg,,1,0,,,11.75,0.1938,
655,377,"Aspire CE5 BVC EGO Clearomizer - Black (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/382_2.jpg,,1,118,,,11.75,0.1938,
656,378,"Aspire CE5 BVC EGO Clearomizer - Purple (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/384_1.jpg,,1,9,,,11.75,0.1938,
657,441,"Aspire Typhon Mod (100W) - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/y/typhoon-red-front.jpg,,2,0,55.9900,32.0000,30,0.5000,
658,442,"Aspire Typhon Mod (100W) - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/y/typhoon-blue-front.jpg,,2,0,55.9900,32.0000,30,0.5000,
659,443,"Aspire Typhon Mod (100W) - Green",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/y/typhoon-green-front.jpg,,2,0,55.9900,32.0000,30,0.5000,
662,444,"Aspire Cygnet Mod (80W) - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/4/444.jpg,,1,0,47.9900,27.5000,24.25,0.3938,
663,445,"Aspire Cygnet Mod (80W) - Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/4/445.jpg,,2,0,47.9900,27.5000,24.25,0.3938,
664,446,"Aspire Cygnet Mod (80W) - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/4/446.jpg,,1,0,47.9900,27.5000,24.25,0.3938,
665,447,"Aspire Cygnet Mod (80W) - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/4/447.jpg,,1,0,47.9900,27.5000,24.25,0.3938,
666,448,"Aspire Cygnet Mod (80W) - Pink",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/4/448.jpg,,1,0,47.9900,27.5000,24.25,0.3938,
667,449,"Aspire Cygnet Mod (80W) - Green",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/4/4/449.jpg,,1,0,47.9900,27.5000,24.25,0.3938,
669,379,"Aspire Revvo Tank (3.6ml) - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/7/379_1.jpg,,1,125,26.0000,18.0000,16,0.2250,
670,380,"Aspire Revvo Tank (3.6ml) - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/380_1_1.jpg,,1,164,26.0000,18.0000,16,0.2250,
674,391,"Aspire CE5 BVC EGO Clearomizer - Blue (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/383_1.jpg,,1,0,,,11.75,0.1875,
675,393,"Aspire CE5 BVC EGO Clearomizer - Green (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/385_1.jpg,,1,7,,,11.75,0.1875,
676,394,"Aspire CE5 BVC EGO Clearomizer - Red (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/386_1.jpg,,1,0,,,11.75,0.1875,
677,395,"Aspire CE5 BVC EGO Clearomizer - Pink (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/387_1.jpg,,1,18,,,11.75,0.1875,
678,396,"Aspire CE5 BVC EGO Clearomizer - Yellow (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/388_1.jpg,,1,28,,,11.75,0.1875,
679,381,"Aspire CE5 BDC EGO Clearomizer - Clear (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/381.jpg,,1,0,,,11.75,0.1875,
680,382,"Aspire CE5 BDC EGO Clearomizer - Black (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/382.jpg,,1,3,,,11.75,0.1875,
681,383,"Aspire CE5 BDC EGO Clearomizer - Blue (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/383.jpg,,1,0,,,11.75,0.1875,
682,384,"Aspire CE5 BDC EGO Clearomizer - Purple (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/384.jpg,,1,0,,,11.75,0.1875,
683,385,"Aspire CE5 BDC EGO Clearomizer - Green (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/385.jpg,,1,0,,,11.75,0.1875,
684,386,"Aspire CE5 BDC EGO Clearomizer - Red (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/386.jpg,,1,6,,,11.75,0.1875,
685,387,"Aspire CE5 BDC EGO Clearomizer - Pink (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/387.jpg,,1,1,,,11.75,0.1875,
686,388,"Aspire CE5 BDC EGO Clearomizer - Yellow (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/388.jpg,,1,9,,,11.75,0.1875,
688,572,"Aspire K1 BDC Coils 1.8 ohm (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/b/v/bvc_k1_1.8_3.jpg,,2,0,8.0000,5.5000,4.5,0.0380,
689,248,"Aspire Feedlink Revvo Kit - Silver",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/4/248_1.jpg,,1,936,72.9900,42.0000,37.5,0.7188,
690,249,"Aspire Feedlink Revvo Kit - Gunmetal Chrome",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/4/249_1.jpg,,1,893,72.9900,42.0000,37.5,0.7188,
691,250,"Aspire Feedlink Revvo Kit - Black Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/5/250_1.jpg,,1,858,72.9900,42.0000,37.5,0.7188,
693,252,"Aspire Feedlink Revvo Kit - Sunset Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/f/e/feedlink-silver-sunset.jpg,,1,23,84.9900,48.0000,43,0.7375,
694,253,"Aspire Feedlink Revvo Kit - Black/Nightsky",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/f/e/feedlink-black-nightsky-front.jpg,,1,0,84.9900,48.0000,43,0.7375,
696,573,"Aspire Radial Coil for Boost (ARC Technology - 0.10/0.14ohm) (3-pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/7/573_1.jpg,,1,441,8.9900,5.5000,4.15,0.0225,
698,254,"Aspire Breeze 2 AIO - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/5/254_1.jpg,,1,121,39.9900,23.0000,14.5,0.3813,
699,255,"Aspire Breeze 2 AIO - Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/5/255_1.jpg,,1,135,39.9900,23.0000,14.5,0.3813,
700,256,"Aspire Breeze 2 AIO - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/5/256_1.jpg,,1,81,39.9900,23.0000,14.5,0.3813,
701,257,"Aspire Breeze 2 AIO - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/5/257_1.jpg,,1,231,39.9900,23.0000,14.5,0.3813,
702,258,"Aspire Breeze 2 AIO - Gold",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/5/258_1.jpg,,1,195,42.9900,25.0000,16.75,0.3813,
703,259,"Aspire Breeze 2 AIO - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/5/259_1.jpg,,1,98,42.9900,25.0000,16.75,0.3813,
704,260,"Aspire Breeze 2 AIO - Camo",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/6/260_1.jpg,,1,114,34.9900,19.0000,16.75,0.3813,
705,574,"Aspire Breeze U-Tech Coil 1.0ohm (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/7/574.jpg,,1,1000,11.0000,7.1500,6.05,0.0875,
706,575,"Aspire Nautilus Hollowed-out Replacement Tube",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/7/575_1.jpg,,1,0,9.9900,5.5000,5,0.2000,
707,576,"Aspire Nautilus Mini Hollowed-out Replacement Tube",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/7/576_1.jpg,,1,165,9.9900,5.5000,5,0.0625,
708,577,"Aspire Nautilus mini T shape tube",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/7/577_1.jpg,,1,0,9.9900,5.0000,4.5,0.2000,
709,261,"Aspire Breeze AIO Camo",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/6/261_1.jpg,,1,1000,26.9900,16.0000,14,0.3938,
710,262,"Aspire Proteus Hookah Head (18 ml)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/6/262.jpg,,1,0,79.9900,50.0000,45.5,1.2688,
713,398,"Aspire Nautilus 2 Tank - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/9/398.jpg,,1,95,22.5000,16.5000,14.5,0.1625,
717,263,"Aspire Puxos Kit (100W) - P1 Green Camo",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/6/263_1.jpg,,1,39,89.9900,52.0000,36.75,0.7563,
718,264,"Aspire Puxos Kit (100W) - P2 Dreams",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/6/264_1.jpg,,1,36,89.9900,52.0000,36.75,0.7563,
719,265,"Aspire Puxos Kit (100W) - P3 Swirls",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/6/265_1.jpg,,1,21,89.9900,52.0000,36.75,0.7563,
720,266,"Aspire Puxos Kit (100W) - P5 Etched",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/6/266_1.jpg,,1,41,89.9900,52.0000,36.75,0.7563,
721,267,"Aspire Puxos Kit (100W) - P6 Circles",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/6/267_1.jpg,,1,187,89.9900,52.0000,36.75,0.7563,
722,268,"Aspire Puxos Kit (100W) - P7 Music",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/6/268_1.jpg,,1,39,89.9900,52.0000,36.75,0.7563,
723,578,"Aspire Cleito Coil 0.5ohm (60-80W)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/7/578_2.jpg,,1,291,19.9900,11.5000,10,0.1438,
725,389,"Aspire Breeze 2 Pod",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/8/389-front.jpg,,1,562,8.9900,5.0000,4.4,0.0688,
727,592,"Aspire Proteus Coil - 0.16ohm (New Version)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/9/592.jpg,,1,52,9.9900,4.7000,3.85,0.0563,
728,579,"Aspire Puxos Mod Removable Side Panel - P1 Green Camo",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/7/579.jpg,,1,149,7.9900,3.5000,3,0.0375,
729,580,"Aspire Puxos Mod Removable Side Panel - P2 Dreams",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/8/580.jpg,,1,168,7.9900,3.5000,3,0.0375,
730,581,"Aspire Puxos Mod Removable Side Panel - P3 Swirls",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/8/581.jpg,,1,168,7.9900,3.5000,3,0.0375,
731,582,"Aspire Puxos Mod Removable Side Panel - P5 Etched",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/8/582.jpg,,1,172,7.9900,3.5000,3,0.0375,
732,583,"Aspire Puxos Mod Removable Side Panel - P6 Circles",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/8/583_1.jpg,,1,181,7.9900,3.5000,3,0.0375,
733,584,"Aspire Puxos Mod Removable Side Panel - P7 Music",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/8/584.jpg,,1,182,7.9900,3.5000,3,0.0375,
734,585,"Aspire Puxos Mod Removable Side Panel - Silver",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/8/585.jpg,,1,254,4.9900,2.5000,2.1,0.0375,
735,586,"Aspire Puxos Mod Removable Side Panel - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/8/586_1.jpg,,1,116,4.9900,2.5000,2.1,0.0375,
736,587,"Aspire Puxos Mod Removable Side Panel - Gold",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/8/587.jpg,,1,273,4.9900,2.5000,2.1,0.0375,
737,588,"Aspire Puxos Mod Removable Side Panel - White",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/8/588.jpg,,1,275,4.9900,2.5000,2.1,0.0375,
738,589,"Aspire Puxos Mod Removable Side Panel - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/8/589.jpg,,1,223,4.9900,2.5000,2.1,0.0375,
739,590,"Aspire Puxos Mod Removable Side Panel - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/9/590.jpg,,1,236,4.9900,2.5000,2.1,0.0375,
740,591,"Aspire Puxos Mod Removable Side Panel - Pink",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/9/591.jpg,,1,228,4.9900,2.5000,2.1,0.0375,
743,390,"Aspire Proteus Hookah Tank with Coil (18ml, 0.16ohm)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/p/r/proteus-1.8-tank_2.jpg,,1,39,24.9900,14.2500,11,0.2875,
745,269,"Aspire Spryte Kit - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/6/269_2.jpg,,1,21,34.9900,19.0000,13.25,0.2000,
746,270,"Aspire Spryte Kit - Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/7/270_2.jpg,,1,27,34.9900,19.0000,13.25,0.2000,
747,271,"Aspire Spryte Kit - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/7/271_2.jpg,,1,72,34.9900,19.0000,13.25,0.2000,
748,272,"Aspire Spryte Kit - Olive Green",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/7/272_2.jpg,,1,142,34.9900,19.0000,13.25,0.2000,
749,273,"Aspire Spryte Kit - Pink",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/7/273_2.jpg,,1,46,34.9900,19.0000,13.25,0.2000,
751,593,"Aspire Vape Snap - Bottom (2 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/9/593.jpg,,1,89,16.9900,8.0000,6,0.0688,
752,594,"Aspire Vape Snap - Top (10 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/9/594.jpg,,1,47,49.9900,30.0000,20,0.2750,
753,595,"Aspire Vape Snap 2+1 (2 top + 1 bottom)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/9/595.jpg,,1,191,19.9900,10.0000,7,0.0938,
755,597,"Aspire 18650 Li-ion Battery (2900mAh)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/b/a/battery-2900mah_2.jpg,,2,0,13.9900,6.5000,5.5,0.1188,
756,596,"Aspire 21700 Li-ion Battery (3800mAh)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/b/a/battery-3800mah_2.jpg,,2,0,14.9900,7.5000,6.5,0.1750,
757,598,"Aspire BVC K1 Coils 1.2 ohm (5 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/5/9/598.jpg,,1,1000,9.9900,6.0000,5,0.0250,
758,392,"Aspire Spryte Pod (3.5ml)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/3/9/392_3.jpg,,1,201,6.9900,3.5000,2.8,0.0438,
759,450,"Aspire Feedlink Mod - Silver",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/f/e/feedlink-silver-front_1_1.jpg,,1,30,48.9900,28.0000,25,0.5875,
760,451,"Aspire Feedlink Mod - Black/Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/f/e/feedlink-blue-front_1.jpg,,1,30,48.9900,28.0000,25.5,0.5875,
